"callSign","Date_Time","JulianDay","Time_QC","Latitude","Longitude","Position_QC","Depth","Depth_QC","Temperature","Temperature_QC","Salinity","Salinity_QC","Type"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,2,1,29.83,1,36.59,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,4,1,29.65,1,36.58,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,6,1,29.53,1,36.58,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,8,1,29.49,1,36.58,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,10,1,29.46,1,36.58,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,12,1,29.44,1,36.58,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,14,1,29.41,1,36.57,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,16,1,29.38,1,36.57,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,18,1,29.34,1,36.57,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,20,1,29.31,1,36.57,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,22,1,29.28,1,36.56,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,24,1,29.25,1,36.56,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,26,1,29.25,1,36.56,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,28,1,29.24,1,36.56,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,30,1,29.22,1,36.56,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,32,1,29.2,1,36.55,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,34,1,29.19,1,36.55,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,36,1,29.18,1,36.55,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,38,1,29.18,1,36.54,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,40,1,29.16,1,36.54,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,42,1,29.07,1,36.53,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,44,1,27.71,1,36.5,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,46,1,27.25,1,36.47,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,48,1,27.11,1,36.48,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,50,1,26.92,1,36.48,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,52,1,26.78,1,36.47,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,54,1,26.7,1,36.47,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,56,1,26.63,1,36.47,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,58,1,26.54,1,36.48,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,60,1,26.47,1,36.48,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,62,1,26.41,1,36.49,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,64,1,26.32,1,36.49,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,66,1,26.26,1,36.49,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,68,1,26.18,1,36.49,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,70,1,26.13,1,36.49,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,72,1,26.07,1,36.5,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,74,1,26.02,1,36.5,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,75,1,25.97,1,36.5,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,77,1,25.92,1,36.5,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,79,1,25.87,1,36.5,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,81,1,25.83,1,36.5,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,83,1,25.79,1,36.51,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,85,1,25.76,1,36.51,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,87,1,25.71,1,36.51,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,89,1,25.67,1,36.51,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,91,1,25.61,1,36.51,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,93,1,25.54,1,36.51,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,95,1,25.5,1,36.51,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,97,1,25.48,1,36.51,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,99,1,25.44,1,36.51,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,101,1,25.4,1,36.51,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,103,1,25.38,1,36.51,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,105,1,25.34,1,36.51,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,107,1,25.31,1,36.51,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,109,1,25.27,1,36.51,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,111,1,25.24,1,36.51,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,113,1,25.22,1,36.51,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,115,1,25.18,1,36.51,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,117,1,25.15,1,36.52,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,119,1,25.12,1,36.52,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,121,1,25.09,1,36.52,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,123,1,25.04,1,36.51,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,125,1,25.01,1,36.51,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,127,1,25,1,36.51,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,129,1,24.98,1,36.51,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,131,1,24.97,1,36.53,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,133,1,24.95,1,36.56,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,135,1,24.93,1,36.58,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,137,1,24.83,1,36.56,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,139,1,24.71,1,36.55,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,141,1,24.56,1,36.52,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,143,1,24.51,1,36.51,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,145,1,24.52,1,36.52,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,147,1,24.45,1,36.52,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,149,1,24.43,1,36.54,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,151,1,24.43,1,36.56,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,153,1,24.45,1,36.59,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,155,1,24.42,1,36.6,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,157,1,24.4,1,36.61,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,159,1,24.4,1,36.65,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,161,1,24.38,1,36.69,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,163,1,24.37,1,36.71,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,165,1,24.27,1,36.75,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,167,1,24.13,1,36.77,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,169,1,24.07,1,36.78,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,171,1,23.99,1,36.8,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,173,1,23.86,1,36.81,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,175,1,23.7,1,36.83,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,177,1,23.55,1,36.86,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,179,1,23.46,1,36.87,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,181,1,23.39,1,36.87,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,183,1,23.24,1,36.88,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,185,1,23.11,1,36.88,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,187,1,23,1,36.88,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,189,1,22.83,1,36.89,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,191,1,22.75,1,36.88,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,193,1,22.67,1,36.88,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,195,1,22.59,1,36.88,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,197,1,22.43,1,36.88,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,199,1,22.23,1,36.88,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,201,1,22.08,1,36.87,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,203,1,22.04,1,36.86,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,205,1,21.99,1,36.86,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,207,1,21.88,1,36.86,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,209,1,21.74,1,36.85,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,211,1,21.65,1,36.84,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,213,1,21.47,1,36.83,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,215,1,21.37,1,36.83,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,216,1,21.32,1,36.82,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,218,1,21.25,1,36.82,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,220,1,21.18,1,36.81,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,222,1,21.12,1,36.81,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,224,1,21.05,1,36.8,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,226,1,20.87,1,36.79,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,228,1,20.79,1,36.78,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,230,1,20.75,1,36.78,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,232,1,20.69,1,36.78,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,234,1,20.57,1,36.76,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,236,1,20.48,1,36.75,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,238,1,20.42,1,36.75,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,240,1,20.33,1,36.74,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,242,1,20.2,1,36.73,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,244,1,20.11,1,36.72,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,246,1,20.06,1,36.71,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,248,1,19.98,1,36.71,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,250,1,19.88,1,36.7,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,252,1,19.8,1,36.69,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,254,1,19.7,1,36.68,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,256,1,19.61,1,36.67,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,258,1,19.51,1,36.66,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,260,1,19.43,1,36.65,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,262,1,19.35,1,36.64,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,264,1,19.27,1,36.63,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,266,1,19.21,1,36.63,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,268,1,19.11,1,36.62,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,270,1,19.04,1,36.61,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,272,1,18.99,1,36.6,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,274,1,18.97,1,36.6,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,276,1,18.93,1,36.6,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,278,1,18.82,1,36.58,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,280,1,18.7,1,36.57,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,282,1,18.63,1,36.56,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,284,1,18.58,1,36.55,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,286,1,18.5,1,36.54,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,288,1,18.44,1,36.53,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,290,1,18.39,1,36.52,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,292,1,18.31,1,36.52,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,294,1,18.26,1,36.51,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,296,1,18.2,1,36.5,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,298,1,18.12,1,36.49,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,300,1,18.04,1,36.47,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,302,1,17.98,1,36.46,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,304,1,17.92,1,36.45,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,306,1,17.84,1,36.44,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,308,1,17.71,1,36.42,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,310,1,17.63,1,36.41,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,312,1,17.58,1,36.4,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,314,1,17.54,1,36.39,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,316,1,17.49,1,36.39,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,318,1,17.47,1,36.38,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,320,1,17.42,1,36.38,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,322,1,17.38,1,36.37,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,324,1,17.34,1,36.36,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,326,1,17.28,1,36.35,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,328,1,17.15,1,36.33,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,330,1,17.05,1,36.31,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,332,1,16.95,1,36.3,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,334,1,16.92,1,36.29,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,336,1,16.87,1,36.28,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,338,1,16.74,1,36.26,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,340,1,16.63,1,36.24,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,342,1,16.55,1,36.23,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,343,1,16.45,1,36.21,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,345,1,16.38,1,36.2,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,347,1,16.28,1,36.18,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,349,1,16.16,1,36.16,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,351,1,16.07,1,36.14,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,353,1,15.93,1,36.12,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,355,1,15.8,1,36.1,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,357,1,15.76,1,36.09,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,359,1,15.75,1,36.09,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,361,1,15.73,1,36.08,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,363,1,15.7,1,36.07,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,365,1,15.59,1,36.06,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,367,1,15.39,1,36.03,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,369,1,15.32,1,36.01,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,371,1,15.25,1,36,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,373,1,15.19,1,35.99,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,375,1,15.05,1,35.97,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,377,1,14.97,1,35.96,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,379,1,14.91,1,35.94,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,381,1,14.85,1,35.93,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,383,1,14.82,1,35.93,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,385,1,14.76,1,35.92,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,387,1,14.61,1,35.89,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,389,1,14.49,1,35.87,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,391,1,14.39,1,35.86,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,393,1,14.27,1,35.84,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,395,1,14.17,1,35.82,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,397,1,14.12,1,35.81,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,399,1,14.07,1,35.8,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,401,1,14.03,1,35.79,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,403,1,13.98,1,35.78,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,405,1,13.86,1,35.77,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,407,1,13.71,1,35.75,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,409,1,13.68,1,35.74,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,411,1,13.65,1,35.73,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,413,1,13.61,1,35.73,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,415,1,13.53,1,35.71,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,417,1,13.43,1,35.7,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,419,1,13.38,1,35.69,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,421,1,13.32,1,35.68,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,423,1,13.2,1,35.66,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,425,1,13.18,1,35.66,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,427,1,13.14,1,35.65,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,429,1,13.1,1,35.65,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,431,1,13.07,1,35.64,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,433,1,13.06,1,35.64,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,435,1,13.05,1,35.63,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,437,1,12.97,1,35.63,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,439,1,12.89,1,35.61,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,441,1,12.85,1,35.6,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,443,1,12.78,1,35.59,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,445,1,12.71,1,35.58,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,447,1,12.64,1,35.57,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,449,1,12.56,1,35.56,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,451,1,12.48,1,35.55,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,453,1,12.43,1,35.54,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,455,1,12.4,1,35.53,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,457,1,12.36,1,35.53,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,459,1,12.26,1,35.51,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,461,1,12.14,1,35.5,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,462,1,12.08,1,35.49,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,464,1,12.04,1,35.48,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,466,1,11.98,1,35.47,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,468,1,11.91,1,35.46,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,470,1,11.84,1,35.45,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,472,1,11.8,1,35.45,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,474,1,11.8,1,35.44,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,476,1,11.78,1,35.44,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,478,1,11.74,1,35.44,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,480,1,11.67,1,35.43,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,482,1,11.65,1,35.42,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,484,1,11.64,1,35.42,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,486,1,11.63,1,35.42,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,488,1,11.62,1,35.42,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,490,1,11.6,1,35.41,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,492,1,11.55,1,35.41,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,494,1,11.46,1,35.39,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,496,1,11.41,1,35.39,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,498,1,11.36,1,35.38,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,500,1,11.32,1,35.37,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,502,1,11.27,1,35.37,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,504,1,11.23,1,35.36,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,506,1,11.19,1,35.35,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,508,1,11.16,1,35.35,1,"Float"
"Q4901043","7/12/2010",2455390.351,1,24.823,-87.964,1,510,1,11.08,1,35.34,1,"Float"
